year,status,state,demo,grads
2016,projected,Connecticut,black,4542.012846181247
2017,projected,Connecticut,black,4430.739912319516
2018,projected,Connecticut,black,4270.582865457385
2019,projected,Connecticut,black,4189.0438417294
2020,projected,Connecticut,black,4100.714950049174
2021,projected,Connecticut,black,4071.8753909032603
2022,projected,Connecticut,black,3966.0297675119505
2023,projected,Connecticut,black,3975.4575610601187
2024,projected,Connecticut,black,3927.6647140795153
2025,projected,Connecticut,black,4077.9308144645743
2026,projected,Connecticut,black,3937.4864196212693
2027,projected,Connecticut,black,3733.9877540741136
2028,projected,Connecticut,black,3726.359103746972
2029,projected,Connecticut,black,3682.6452234006715
2030,projected,Connecticut,black,3613.698039578677
2031,projected,Connecticut,black,3620.371701687568
2000,actual,Connecticut,amerindian_alaskanative,66
2001,actual,Connecticut,amerindian_alaskanative,74
2002,actual,Connecticut,amerindian_alaskanative,87
2003,actual,Connecticut,amerindian_alaskanative,102
2004,actual,Connecticut,amerindian_alaskanative,93
2005,actual,Connecticut,amerindian_alaskanative,117
2006,actual,Connecticut,amerindian_alaskanative,102
2007,actual,Connecticut,amerindian_alaskanative,104
2008,actual,Connecticut,amerindian_alaskanative,77
2009,actual,Connecticut,amerindian_alaskanative,95
2010,actual,Connecticut,amerindian_alaskanative,168.95801966920408
2011,projected,Connecticut,amerindian_alaskanative,214.93120749266402
2012,projected,Connecticut,amerindian_alaskanative,144.38324282490615
2013,projected,Connecticut,amerindian_alaskanative,106.85666170081008
2014,projected,Connecticut,amerindian_alaskanative,108.06975731187559
2015,projected,Connecticut,amerindian_alaskanative,121.58587155726369
2016,projected,Connecticut,amerindian_alaskanative,109.48782424927322
2017,projected,Connecticut,amerindian_alaskanative,104.36051371942881
2018,projected,Connecticut,amerindian_alaskanative,106.28326234757321
2019,projected,Connecticut,amerindian_alaskanative,75.86265119472606
2020,projected,Connecticut,amerindian_alaskanative,88.02051147397044
2021,projected,Connecticut,amerindian_alaskanative,79.81291052064816
2022,projected,Connecticut,amerindian_alaskanative,74.16360520795112
2023,projected,Connecticut,amerindian_alaskanative,67.4803468930857
2024,projected,Connecticut,amerindian_alaskanative,62.152104771287306
2025,projected,Connecticut,amerindian_alaskanative,65.51066950135639
2026,projected,Connecticut,amerindian_alaskanative,85.84368223218935
2027,projected,Connecticut,amerindian_alaskanative,84.53912673311655
2028,projected,Connecticut,amerindian_alaskanative,71.31443992973743
2029,projected,Connecticut,amerindian_alaskanative,70.90732676814098
2030,projected,Connecticut,amerindian_alaskanative,88.47704367446691
2031,projected,Connecticut,amerindian_alaskanative,88.68967461455918
2000,actual,Connecticut,asian,961
2001,actual,Connecticut,asian,1029
2002,actual,Connecticut,asian,1070
2003,actual,Connecticut,asian,1126
2004,actual,Connecticut,asian,1172
2005,actual,Connecticut,asian,1251
2006,actual,Connecticut,asian,1227
2007,actual,Connecticut,asian,1307
2008,actual,Connecticut,asian,1248
2009,actual,Connecticut,asian,1324
2010,actual,Connecticut,asian,1423.34454342256
2011,projected,Connecticut,asian,1533.4037023905112
2012,projected,Connecticut,asian,1728.148127019701
2013,projected,Connecticut,asian,1657.688054782689
2014,projected,Connecticut,asian,1666.3328385338154
2015,projected,Connecticut,asian,1798.8511425771242
2016,projected,Connecticut,asian,1790.9306539189158
2017,projected,Connecticut,asian,1965.1498592938801
2018,projected,Connecticut,asian,1844.7621615233631
2019,projected,Connecticut,asian,2016.4877540578882
2020,projected,Connecticut,asian,2079.442088114126
2021,projected,Connecticut,asian,2063.997272785226
2022,projected,Connecticut,asian,2079.8547966213
2023,projected,Connecticut,asian,1989.406934738424
2024,projected,Connecticut,asian,2162.5880942808103
2025,projected,Connecticut,asian,2179.7970215715104
2026,projected,Connecticut,asian,2069.789440416284
2027,projected,Connecticut,asian,2186.0398610039574
2028,projected,Connecticut,asian,2091.7748138873812
2029,projected,Connecticut,asian,2141.8094439993342
2030,projected,Connecticut,asian,2043.2850769706304
2031,projected,Connecticut,asian,2086.9168144047626
2000,actual,Delaware,grand_total,8180
2001,actual,Delaware,grand_total,8167
2002,actual,Delaware,grand_total,8525
2003,actual,Delaware,grand_total,8704
2004,actual,Delaware,grand_total,8714
2005,actual,Delaware,grand_total,9041
2006,actual,Delaware,grand_total,9024
2007,actual,Delaware,grand_total,9307
2008,actual,Delaware,grand_total,9756
2009,actual,Delaware,grand_total,9852
2010,actual,Delaware,grand_total,9817
2011,projected,Delaware,grand_total,10015.308511604344
2012,projected,Delaware,grand_total,9759.240986017712
2013,projected,Delaware,grand_total,9828.867176746657
2014,projected,Delaware,grand_total,9744.40690273479
2015,projected,Delaware,grand_total,9508.66172305205
2016,projected,Delaware,grand_total,9571.904906462138
2017,projected,Delaware,grand_total,9809.309041887827
2018,projected,Delaware,grand_total,9688.921821250859
2019,projected,Delaware,grand_total,9665.453895800123
2020,projected,Delaware,grand_total,9929.194681390545
2021,projected,Delaware,grand_total,9775.73500211206
2022,projected,Delaware,grand_total,9852.130634568566
2023,projected,Delaware,grand_total,10303.170175042715
2024,projected,Delaware,grand_total,10201.361632252689
2025,projected,Delaware,grand_total,10296.914205397305
2026,projected,Delaware,grand_total,9840.242401128622
2027,projected,Delaware,grand_total,9657.949877508356
2028,projected,Delaware,grand_total,9569.01756070598
2029,projected,Delaware,grand_total,9355.114372640119
2030,projected,Delaware,grand_total,9205.440107365375
2031,projected,Delaware,grand_total,9325.714695761848
2000,actual,Delaware,private_total,1566
2001,actual,Delaware,private_total,1685
2002,actual,Delaware,private_total,1708
2003,actual,Delaware,private_total,1753
2004,actual,Delaware,private_total,1780
2005,actual,Delaware,private_total,1766
2006,actual,Delaware,private_total,1819
2007,actual,Delaware,private_total,1919
2008,actual,Delaware,private_total,1917
2009,actual,Delaware,private_total,1719
2010,actual,Delaware,private_total,1774
2011,projected,Delaware,private_total,1768.3085116043444
2012,projected,Delaware,private_total,1689.2409860177122
2013,projected,Delaware,private_total,1597.860507492963
2014,projected,Delaware,private_total,1641.4238982038987
2015,projected,Delaware,private_total,1526.1208728908273
2016,projected,Delaware,private_total,1416.3102788523277
2017,projected,Delaware,private_total,1408.121033806736
2018,projected,Delaware,private_total,1265.6917550733906
2019,projected,Delaware,private_total,1140.9548661792721
2020,projected,Delaware,private_total,1069.9975480843495
2021,projected,Delaware,private_total,1004.2317280809223
2022,projected,Delaware,private_total,913.0906055990841
2023,projected,Delaware,private_total,1103.6910281213554
2024,projected,Delaware,private_total,1113.6903282271471
2025,projected,Delaware,private_total,1083.41075536575
2026,projected,Delaware,private_total,1021.8806072236569
2027,projected,Delaware,private_total,1001.3115816482074
2028,projected,Delaware,private_total,1007.3487975673431
2029,projected,Delaware,private_total,985.9224682362948
2030,projected,Delaware,private_total,965.2563834752717
2031,projected,Delaware,private_total,976.1267141329902
2000,actual,Delaware,public_total,6614
2001,actual,Delaware,public_total,6482
2002,actual,Delaware,public_total,6817
2003,actual,Delaware,public_total,6951
2004,actual,Delaware,public_total,6934
2005,actual,Delaware,public_total,7275
2006,actual,Delaware,public_total,7205
2007,actual,Delaware,public_total,7388
2008,actual,Delaware,public_total,7839
2009,actual,Delaware,public_total,8133
2010,actual,Delaware,public_total,8043
2011,projected,Delaware,public_total,8247
2012,projected,Delaware,public_total,8070
2013,projected,Delaware,public_total,8231.006669253693
2014,projected,Delaware,public_total,8102.983004530892
2015,projected,Delaware,public_total,7982.540850161222
2016,projected,Delaware,public_total,8155.59462760981
2017,projected,Delaware,public_total,8401.188008081092
2018,projected,Delaware,public_total,8423.230066177468
2019,projected,Delaware,public_total,8524.49902962085
2020,projected,Delaware,public_total,8859.197133306196
2021,projected,Delaware,public_total,8771.503274031138
2022,projected,Delaware,public_total,8939.040028969483
2023,projected,Delaware,public_total,9199.47914692136
2024,projected,Delaware,public_total,9087.671304025542
2025,projected,Delaware,public_total,9213.503450031554
2026,projected,Delaware,public_total,8818.361793904965
2027,projected,Delaware,public_total,8656.638295860148
2028,projected,Delaware,public_total,8561.668763138636
2029,projected,Delaware,public_total,8369.191904403824
2030,projected,Delaware,public_total,8240.183723890104
2031,projected,Delaware,public_total,8349.587981628858
2000,actual,Delaware,hispanic,208
2001,actual,Delaware,hispanic,241
2002,actual,Delaware,hispanic,269
2003,actual,Delaware,hispanic,297
2004,actual,Delaware,hispanic,322
2005,actual,Delaware,hispanic,361
2006,actual,Delaware,hispanic,424
2007,actual,Delaware,hispanic,459
2008,actual,Delaware,hispanic,522
2009,actual,Delaware,hispanic,594
2010,actual,Delaware,hispanic,702
2011,projected,Delaware,hispanic,680
2012,projected,Delaware,hispanic,805
2013,projected,Delaware,hispanic,864.1617921786966
2014,projected,Delaware,hispanic,872.3274130907623
2015,projected,Delaware,hispanic,916.0243591850787
2016,projected,Delaware,hispanic,1026.3014448642784
2017,projected,Delaware,hispanic,1097.8243930890717
2018,projected,Delaware,hispanic,1125.3227518716503
2019,projected,Delaware,hispanic,1299.9620485850182
2020,projected,Delaware,hispanic,1430.726671028895
2021,projected,Delaware,hispanic,1416.083728136762
2022,projected,Delaware,hispanic,1617.1889820598417
2023,projected,Delaware,hispanic,1669.496620234617
2024,projected,Delaware,hispanic,1639.4809012113976
2025,projected,Delaware,hispanic,1686.4033385855887
2026,projected,Delaware,hispanic,1507.7090026605374
2027,projected,Delaware,hispanic,1302.1129149262304
2028,projected,Delaware,hispanic,1276.7876380755572
2029,projected,Delaware,hispanic,1220.2241905195012
2030,projected,Delaware,hispanic,1223.4845660166036
2031,projected,Delaware,hispanic,1398.7303157034933
2000,actual,Delaware,white,4400
2001,actual,Delaware,white,4358
2002,actual,Delaware,white,4557
2003,actual,Delaware,white,4566
2004,actual,Delaware,white,4386
2005,actual,Delaware,white,4646
2006,actual,Delaware,white,4483
2007,actual,Delaware,white,4514
2008,actual,Delaware,white,4602
2009,actual,Delaware,white,4697
2010,actual,Delaware,white,4520.664549139032
2011,projected,Delaware,white,4622.929227833405
2012,projected,Delaware,white,4362.037272734469
2013,projected,Delaware,white,4466.042130822499
2014,projected,Delaware,white,4302.3891006388685
2015,projected,Delaware,white,4229.841812810231
2016,projected,Delaware,white,4265.583681177945
2017,projected,Delaware,white,4241.984673164113
2018,projected,Delaware,white,4254.3329001534075
2019,projected,Delaware,white,4219.25651278349
2020,projected,Delaware,white,4408.032771139869
2021,projected,Delaware,white,4289.194808810886
2022,projected,Delaware,white,4252.378010324716
2023,projected,Delaware,white,4518.133945479077
2024,projected,Delaware,white,4388.379191239128
2025,projected,Delaware,white,4325.526514148704
2026,projected,Delaware,white,4135.398899731624
2027,projected,Delaware,white,4241.172253306372
2028,projected,Delaware,white,4179.554752171168
2029,projected,Delaware,white,4119.169608232698
2030,projected,Delaware,white,3978.5321870316907
